sample_group_id,window_index,window_id,spatial_block,forest_class_code,forest_class,fold,target_day,target_date,target_year,target_quarter,horizon_seasons,support_pixels
1034,12,NORMAL_0210,1208_244,1,broadleaf,1,18642,2021-01-15,2021,1,4,128
1035,12,NORMAL_0210,1208_244,1,broadleaf,1,18732,2021-04-15,2021,2,1,128
1036,12,NORMAL_0210,1208_244,1,broadleaf,1,18732,2021-04-15,2021,2,2,128
1037,12,NORMAL_0210,1208_244,1,broadleaf,1,18732,2021-04-15,2021,2,4,128
1038,12,NORMAL_0210,1208_244,1,broadleaf,1,18823,2021-07-15,2021,3,1,128
1039,12,NORMAL_0210,1208_244,1,broadleaf,1,18823,2021-07-15,2021,3,2,128
1040,12,NORMAL_0210,1208_244,1,broadleaf,1,18823,2021-07-15,2021,3,4,128
1041,12,NORMAL_0210,1208_244,1,broadleaf,1,18915,2021-10-15,2021,4,1,128
1042,12,NORMAL_0210,1208_244,1,broadleaf,1,18915,2021-10-15,2021,4,2,128
1043,12,NORMAL_0210,1208_244,1,broadleaf,1,18915,2021-10-15,2021,4,4,128
1044,12,NORMAL_0210,1208_244,1,broadleaf,1,19007,2022-01-15,2022,1,1,128
1045,12,NORMAL_0210,1208_244,1,broadleaf,1,19007,2022-01-15,2022,1,2,128
1046,12,NORMAL_0210,1208_244,1,broadleaf,1,19007,2022-01-15,2022,1,4,128
1047,12,NORMAL_0210,1208_244,1,broadleaf,1,19097,2022-04-15,2022,2,1,128
1048,12,NORMAL_0210,1208_244,1,broadleaf,1,19097,2022-04-15,2022,2,2,128
1049,12,NORMAL_0210,1208_244,1,broadleaf,1,19097,2022-04-15,2022,2,4,128
1050,12,NORMAL_0210,1208_244,1,broadleaf,1,19188,2022-07-15,2022,3,1,128
1051,12,NORMAL_0210,1208_244,1,broadleaf,1,19188,2022-07-15,2022,3,2,128
1052,12,NORMAL_0210,1208_244,1,broadleaf,1,19188,2022-07-15,2022,3,4,128
1053,12,NORMAL_0210,1208_244,1,broadleaf,1,19280,2022-10-15,2022,4,1,128
1054,12,NORMAL_0210,1208_244,1,broadleaf,1,19280,2022-10-15,2022,4,2,128
1055,12,NORMAL_0210,1208_244,1,broadleaf,1,19280,2022-10-15,2022,4,4,128
1056,12,NORMAL_0210,1208_244,1,broadleaf,1,19372,2023-01-15,2023,1,1,128
1057,12,NORMAL_0210,1208_244,1,broadleaf,1,19372,2023-01-15,2023,1,2,128
1058,12,NORMAL_0210,1208_244,1,broadleaf,1,19372,2023-01-15,2023,1,4,128
1059,12,NORMAL_0210,1208_244,1,broadleaf,1,19462,2023-04-15,2023,2,1,128
1060,12,NORMAL_0210,1208_244,1,broadleaf,1,19462,2023-04-15,2023,2,2,128
1061,12,NORMAL_0210,1208_244,1,broadleaf,1,19462,2023-04-15,2023,2,4,128
1062,12,NORMAL_0210,1208_244,1,broadleaf,1,19553,2023-07-15,2023,3,1,128
1063,12,NORMAL_0210,1208_244,1,broadleaf,1,19553,2023-07-15,2023,3,2,128
1064,12,NORMAL_0210,1208_244,1,broadleaf,1,19553,2023-07-15,2023,3,4,128
1065,12,NORMAL_0210,1208_244,1,broadleaf,1,19645,2023-10-15,2023,4,1,128
1066,12,NORMAL_0210,1208_244,1,broadleaf,1,19645,2023-10-15,2023,4,2,128
1067,12,NORMAL_0210,1208_244,1,broadleaf,1,19645,2023-10-15,2023,4,4,128
1068,12,NORMAL_0210,1208_244,1,broadleaf,1,19737,2024-01-15,2024,1,1,128
1069,12,NORMAL_0210,1208_244,1,broadleaf,1,19737,2024-01-15,2024,1,2,128
1070,12,NORMAL_0210,1208_244,1,broadleaf,1,19737,2024-01-15,2024,1,4,128
1071,12,NORMAL_0210,1208_244,1,broadleaf,1,19828,2024-04-15,2024,2,1,128
1072,12,NORMAL_0210,1208_244,1,broadleaf,1,19828,2024-04-15,2024,2,2,128
1073,12,NORMAL_0210,1208_244,1,broadleaf,1,19828,2024-04-15,2024,2,4,128
1074,12,NORMAL_0210,1208_244,1,broadleaf,1,19919,2024-07-15,2024,3,1,128
1075,12,NORMAL_0210,1208_244,1,broadleaf,1,19919,2024-07-15,2024,3,2,128
1076,12,NORMAL_0210,1208_244,1,broadleaf,1,19919,2024-07-15,2024,3,4,128
1077,12,NORMAL_0210,1208_244,1,broadleaf,1,20011,2024-10-15,2024,4,1,128
1078,12,NORMAL_0210,1208_244,1,broadleaf,1,20011,2024-10-15,2024,4,2,128
1079,12,NORMAL_0210,1208_244,1,broadleaf,1,20011,2024-10-15,2024,4,4,128
1080,12,NORMAL_0210,1208_244,1,broadleaf,1,20103,2025-01-15,2025,1,1,128
1081,12,NORMAL_0210,1208_244,1,broadleaf,1,20103,2025-01-15,2025,1,2,128
1082,12,NORMAL_0210,1208_244,1,broadleaf,1,20103,2025-01-15,2025,1,4,128
1083,12,NORMAL_0210,1208_244,1,broadleaf,1,20193,2025-04-15,2025,2,1,128
1084,12,NORMAL_0210,1208_244,1,broadleaf,1,20193,2025-04-15,2025,2,2,128
1085,12,NORMAL_0210,1208_244,1,broadleaf,1,20193,2025-04-15,2025,2,4,128
1086,12,NORMAL_0210,1208_244,1,broadleaf,1,20284,2025-07-15,2025,3,1,128
1087,12,NORMAL_0210,1208_244,1,broadleaf,1,20284,2025-07-15,2025,3,2,128
1088,12,NORMAL_0210,1208_244,1,broadleaf,1,20284,2025-07-15,2025,3,4,128
1089,12,NORMAL_0210,1208_244,1,broadleaf,1,20376,2025-10-15,2025,4,1,128
1090,12,NORMAL_0210,1208_244,1,broadleaf,1,20376,2025-10-15,2025,4,2,128
1091,12,NORMAL_0210,1208_244,1,broadleaf,1,20376,2025-10-15,2025,4,4,128
1092,13,NORMAL_0218,1203_253,1,broadleaf,0,17911,2019-01-15,2019,1,1,128
1093,13,NORMAL_0218,1203_253,1,broadleaf,0,17911,2019-01-15,2019,1,2,128
1094,13,NORMAL_0218,1203_253,1,broadleaf,0,17911,2019-01-15,2019,1,4,128
1095,13,NORMAL_0218,1203_253,1,broadleaf,0,18001,2019-04-15,2019,2,1,128
1096,13,NORMAL_0218,1203_253,1,broadleaf,0,18001,2019-04-15,2019,2,2,128
1097,13,NORMAL_0218,1203_253,1,broadleaf,0,18001,2019-04-15,2019,2,4,128
1098,13,NORMAL_0218,1203_253,1,broadleaf,0,18092,2019-07-15,2019,3,1,128
1099,13,NORMAL_0218,1203_253,1,broadleaf,0,18092,2019-07-15,2019,3,2,128
1100,13,NORMAL_0218,1203_253,1,broadleaf,0,18092,2019-07-15,2019,3,4,128
1101,13,NORMAL_0218,1203_253,1,broadleaf,0,18184,2019-10-15,2019,4,1,128
1102,13,NORMAL_0218,1203_253,1,broadleaf,0,18184,2019-10-15,2019,4,2,128
1103,13,NORMAL_0218,1203_253,1,broadleaf,0,18184,2019-10-15,2019,4,4,128
1104,13,NORMAL_0218,1203_253,1,broadleaf,0,18276,2020-01-15,2020,1,1,128
1105,13,NORMAL_0218,1203_253,1,broadleaf,0,18276,2020-01-15,2020,1,2,128
1106,13,NORMAL_0218,1203_253,1,broadleaf,0,18276,2020-01-15,2020,1,4,128
1107,13,NORMAL_0218,1203_253,1,broadleaf,0,18367,2020-04-15,2020,2,1,128
1108,13,NORMAL_0218,1203_253,1,broadleaf,0,18367,2020-04-15,2020,2,2,128
1109,13,NORMAL_0218,1203_253,1,broadleaf,0,18367,2020-04-15,2020,2,4,128
1110,13,NORMAL_0218,1203_253,1,broadleaf,0,18458,2020-07-15,2020,3,1,128
1111,13,NORMAL_0218,1203_253,1,broadleaf,0,18458,2020-07-15,2020,3,2,128
1112,13,NORMAL_0218,1203_253,1,broadleaf,0,18458,2020-07-15,2020,3,4,128
1113,13,NORMAL_0218,1203_253,1,broadleaf,0,18550,2020-10-15,2020,4,1,128
1114,13,NORMAL_0218,1203_253,1,broadleaf,0,18550,2020-10-15,2020,4,2,128
1115,13,NORMAL_0218,1203_253,1,broadleaf,0,18550,2020-10-15,2020,4,4,128
1116,13,NORMAL_0218,1203_253,1,broadleaf,0,18642,2021-01-15,2021,1,1,128
1117,13,NORMAL_0218,1203_253,1,broadleaf,0,18642,2021-01-15,2021,1,2,128
1118,13,NORMAL_0218,1203_253,1,broadleaf,0,18642,2021-01-15,2021,1,4,128
1119,13,NORMAL_0218,1203_253,1,broadleaf,0,18732,2021-04-15,2021,2,1,128
1120,13,NORMAL_0218,1203_253,1,broadleaf,0,18732,2021-04-15,2021,2,2,128
1121,13,NORMAL_0218,1203_253,1,broadleaf,0,18732,2021-04-15,2021,2,4,128
1122,13,NORMAL_0218,1203_253,1,broadleaf,0,18823,2021-07-15,2021,3,1,128
1123,13,NORMAL_0218,1203_253,1,broadleaf,0,18823,2021-07-15,2021,3,2,128
1124,13,NORMAL_0218,1203_253,1,broadleaf,0,18823,2021-07-15,2021,3,4,128
1125,13,NORMAL_0218,1203_253,1,broadleaf,0,18915,2021-10-15,2021,4,1,128
1126,13,NORMAL_0218,1203_253,1,broadleaf,0,18915,2021-10-15,2021,4,2,128
1127,13,NORMAL_0218,1203_253,1,broadleaf,0,18915,2021-10-15,2021,4,4,128
1128,13,NORMAL_0218,1203_253,1,broadleaf,0,19007,2022-01-15,2022,1,1,128
1129,13,NORMAL_0218,1203_253,1,broadleaf,0,19007,2022-01-15,2022,1,2,128
1130,13,NORMAL_0218,1203_253,1,broadleaf,0,19007,2022-01-15,2022,1,4,128
1131,13,NORMAL_0218,1203_253,1,broadleaf,0,19097,2022-04-15,2022,2,1,128
1132,13,NORMAL_0218,1203_253,1,broadleaf,0,19097,2022-04-15,2022,2,2,128
1133,13,NORMAL_0218,1203_253,1,broadleaf,0,19097,2022-04-15,2022,2,4,128
1134,13,NORMAL_0218,1203_253,1,broadleaf,0,19188,2022-07-15,2022,3,1,128
1135,13,NORMAL_0218,1203_253,1,broadleaf,0,19188,2022-07-15,2022,3,2,128
1136,13,NORMAL_0218,1203_253,1,broadleaf,0,19188,2022-07-15,2022,3,4,128
1137,13,NORMAL_0218,1203_253,1,broadleaf,0,19280,2022-10-15,2022,4,1,128
1138,13,NORMAL_0218,1203_253,1,broadleaf,0,19280,2022-10-15,2022,4,2,128
1139,13,NORMAL_0218,1203_253,1,broadleaf,0,19280,2022-10-15,2022,4,4,128
1140,13,NORMAL_0218,1203_253,1,broadleaf,0,19372,2023-01-15,2023,1,1,128
1141,13,NORMAL_0218,1203_253,1,broadleaf,0,19372,2023-01-15,2023,1,2,128
1142,13,NORMAL_0218,1203_253,1,broadleaf,0,19372,2023-01-15,2023,1,4,128
1143,13,NORMAL_0218,1203_253,1,broadleaf,0,19462,2023-04-15,2023,2,1,128
1144,13,NORMAL_0218,1203_253,1,broadleaf,0,19462,2023-04-15,2023,2,2,128
1145,13,NORMAL_0218,1203_253,1,broadleaf,0,19462,2023-04-15,2023,2,4,128
1146,13,NORMAL_0218,1203_253,1,broadleaf,0,19553,2023-07-15,2023,3,1,128
1147,13,NORMAL_0218,1203_253,1,broadleaf,0,19553,2023-07-15,2023,3,2,128
1148,13,NORMAL_0218,1203_253,1,broadleaf,0,19553,2023-07-15,2023,3,4,128
1149,13,NORMAL_0218,1203_253,1,broadleaf,0,19645,2023-10-15,2023,4,1,128
1150,13,NORMAL_0218,1203_253,1,broadleaf,0,19645,2023-10-15,2023,4,2,128
1151,13,NORMAL_0218,1203_253,1,broadleaf,0,19645,2023-10-15,2023,4,4,128
1152,13,NORMAL_0218,1203_253,1,broadleaf,0,19737,2024-01-15,2024,1,1,128
1153,13,NORMAL_0218,1203_253,1,broadleaf,0,19737,2024-01-15,2024,1,2,128
1154,13,NORMAL_0218,1203_253,1,broadleaf,0,19737,2024-01-15,2024,1,4,128
1155,13,NORMAL_0218,1203_253,1,broadleaf,0,19828,2024-04-15,2024,2,1,128
1156,13,NORMAL_0218,1203_253,1,broadleaf,0,19828,2024-04-15,2024,2,2,128
1157,13,NORMAL_0218,1203_253,1,broadleaf,0,19828,2024-04-15,2024,2,4,128
1158,13,NORMAL_0218,1203_253,1,broadleaf,0,19919,2024-07-15,2024,3,1,128
1159,13,NORMAL_0218,1203_253,1,broadleaf,0,19919,2024-07-15,2024,3,2,128
1160,13,NORMAL_0218,1203_253,1,broadleaf,0,19919,2024-07-15,2024,3,4,128
1161,13,NORMAL_0218,1203_253,1,broadleaf,0,20011,2024-10-15,2024,4,1,128
1162,13,NORMAL_0218,1203_253,1,broadleaf,0,20011,2024-10-15,2024,4,2,128
1163,13,NORMAL_0218,1203_253,1,broadleaf,0,20011,2024-10-15,2024,4,4,128
1164,13,NORMAL_0218,1203_253,1,broadleaf,0,20103,2025-01-15,2025,1,1,128
1165,13,NORMAL_0218,1203_253,1,broadleaf,0,20103,2025-01-15,2025,1,2,128
1166,13,NORMAL_0218,1203_253,1,broadleaf,0,20103,2025-01-15,2025,1,4,128
1167,13,NORMAL_0218,1203_253,1,broadleaf,0,20193,2025-04-15,2025,2,1,128
1168,13,NORMAL_0218,1203_253,1,broadleaf,0,20193,2025-04-15,2025,2,2,128
1169,13,NORMAL_0218,1203_253,1,broadleaf,0,20193,2025-04-15,2025,2,4,128
1170,13,NORMAL_0218,1203_253,1,broadleaf,0,20284,2025-07-15,2025,3,1,128
1171,13,NORMAL_0218,1203_253,1,broadleaf,0,20284,2025-07-15,2025,3,2,128
1172,13,NORMAL_0218,1203_253,1,broadleaf,0,20284,2025-07-15,2025,3,4,128
1173,13,NORMAL_0218,1203_253,1,broadleaf,0,20376,2025-10-15,2025,4,1,128
1174,13,NORMAL_0218,1203_253,1,broadleaf,0,20376,2025-10-15,2025,4,2,128
1175,13,NORMAL_0218,1203_253,1,broadleaf,0,20376,2025-10-15,2025,4,4,128
1176,14,NORMAL_0225,1211_252,1,broadleaf,0,17911,2019-01-15,2019,1,1,128
1177,14,NORMAL_0225,1211_252,1,broadleaf,0,17911,2019-01-15,2019,1,2,128
1178,14,NORMAL_0225,1211_252,1,broadleaf,0,17911,2019-01-15,2019,1,4,128
1179,14,NORMAL_0225,1211_252,1,broadleaf,0,18001,2019-04-15,2019,2,1,128
1180,14,NORMAL_0225,1211_252,1,broadleaf,0,18001,2019-04-15,2019,2,2,128
1181,14,NORMAL_0225,1211_252,1,broadleaf,0,18001,2019-04-15,2019,2,4,128
1182,14,NORMAL_0225,1211_252,1,broadleaf,0,18092,2019-07-15,2019,3,1,128
1183,14,NORMAL_0225,1211_252,1,broadleaf,0,18092,2019-07-15,2019,3,2,128
1184,14,NORMAL_0225,1211_252,1,broadleaf,0,18092,2019-07-15,2019,3,4,128
1185,14,NORMAL_0225,1211_252,1,broadleaf,0,18184,2019-10-15,2019,4,1,128
1186,14,NORMAL_0225,1211_252,1,broadleaf,0,18184,2019-10-15,2019,4,2,128
1187,14,NORMAL_0225,1211_252,1,broadleaf,0,18184,2019-10-15,2019,4,4,128
1188,14,NORMAL_0225,1211_252,1,broadleaf,0,18276,2020-01-15,2020,1,1,128
1189,14,NORMAL_0225,1211_252,1,broadleaf,0,18276,2020-01-15,2020,1,2,128
1190,14,NORMAL_0225,1211_252,1,broadleaf,0,18276,2020-01-15,2020,1,4,128
1191,14,NORMAL_0225,1211_252,1,broadleaf,0,18367,2020-04-15,2020,2,1,128
1192,14,NORMAL_0225,1211_252,1,broadleaf,0,18367,2020-04-15,2020,2,2,128
1193,14,NORMAL_0225,1211_252,1,broadleaf,0,18367,2020-04-15,2020,2,4,128
1194,14,NORMAL_0225,1211_252,1,broadleaf,0,18458,2020-07-15,2020,3,1,128
1195,14,NORMAL_0225,1211_252,1,broadleaf,0,18458,2020-07-15,2020,3,2,128
1196,14,NORMAL_0225,1211_252,1,broadleaf,0,18458,2020-07-15,2020,3,4,128
1197,14,NORMAL_0225,1211_252,1,broadleaf,0,18550,2020-10-15,2020,4,1,128
1198,14,NORMAL_0225,1211_252,1,broadleaf,0,18550,2020-10-15,2020,4,2,128
1199,14,NORMAL_0225,1211_252,1,broadleaf,0,18550,2020-10-15,2020,4,4,128
1200,14,NORMAL_0225,1211_252,1,broadleaf,0,18642,2021-01-15,2021,1,1,128
1201,14,NORMAL_0225,1211_252,1,broadleaf,0,18642,2021-01-15,2021,1,2,128
1202,14,NORMAL_0225,1211_252,1,broadleaf,0,18642,2021-01-15,2021,1,4,128
1203,14,NORMAL_0225,1211_252,1,broadleaf,0,18732,2021-04-15,2021,2,1,128
1204,14,NORMAL_0225,1211_252,1,broadleaf,0,18732,2021-04-15,2021,2,2,128
1205,14,NORMAL_0225,1211_252,1,broadleaf,0,18732,2021-04-15,2021,2,4,128
1206,14,NORMAL_0225,1211_252,1,broadleaf,0,18823,2021-07-15,2021,3,1,128
1207,14,NORMAL_0225,1211_252,1,broadleaf,0,18823,2021-07-15,2021,3,2,128
1208,14,NORMAL_0225,1211_252,1,broadleaf,0,18823,2021-07-15,2021,3,4,128
1209,14,NORMAL_0225,1211_252,1,broadleaf,0,18915,2021-10-15,2021,4,1,128
1210,14,NORMAL_0225,1211_252,1,broadleaf,0,18915,2021-10-15,2021,4,2,128
1211,14,NORMAL_0225,1211_252,1,broadleaf,0,18915,2021-10-15,2021,4,4,128
1212,14,NORMAL_0225,1211_252,1,broadleaf,0,19007,2022-01-15,2022,1,1,128
1213,14,NORMAL_0225,1211_252,1,broadleaf,0,19007,2022-01-15,2022,1,2,128
1214,14,NORMAL_0225,1211_252,1,broadleaf,0,19007,2022-01-15,2022,1,4,128
1215,14,NORMAL_0225,1211_252,1,broadleaf,0,19097,2022-04-15,2022,2,1,128
1216,14,NORMAL_0225,1211_252,1,broadleaf,0,19097,2022-04-15,2022,2,2,128
1217,14,NORMAL_0225,1211_252,1,broadleaf,0,19097,2022-04-15,2022,2,4,128
1218,14,NORMAL_0225,1211_252,1,broadleaf,0,19188,2022-07-15,2022,3,1,128
1219,14,NORMAL_0225,1211_252,1,broadleaf,0,19188,2022-07-15,2022,3,2,128
1220,14,NORMAL_0225,1211_252,1,broadleaf,0,19188,2022-07-15,2022,3,4,128
1221,14,NORMAL_0225,1211_252,1,broadleaf,0,19280,2022-10-15,2022,4,1,128
1222,14,NORMAL_0225,1211_252,1,broadleaf,0,19280,2022-10-15,2022,4,2,128
1223,14,NORMAL_0225,1211_252,1,broadleaf,0,19280,2022-10-15,2022,4,4,128
1224,14,NORMAL_0225,1211_252,1,broadleaf,0,19372,2023-01-15,2023,1,1,128
1225,14,NORMAL_0225,1211_252,1,broadleaf,0,19372,2023-01-15,2023,1,2,128
1226,14,NORMAL_0225,1211_252,1,broadleaf,0,19372,2023-01-15,2023,1,4,128
1227,14,NORMAL_0225,1211_252,1,broadleaf,0,19462,2023-04-15,2023,2,1,128
1228,14,NORMAL_0225,1211_252,1,broadleaf,0,19462,2023-04-15,2023,2,2,128
1229,14,NORMAL_0225,1211_252,1,broadleaf,0,19462,2023-04-15,2023,2,4,128
1230,14,NORMAL_0225,1211_252,1,broadleaf,0,19553,2023-07-15,2023,3,1,128
1231,14,NORMAL_0225,1211_252,1,broadleaf,0,19553,2023-07-15,2023,3,2,128
1232,14,NORMAL_0225,1211_252,1,broadleaf,0,19553,2023-07-15,2023,3,4,128
1233,14,NORMAL_0225,1211_252,1,broadleaf,0,19645,2023-10-15,2023,4,1,128
1234,14,NORMAL_0225,1211_252,1,broadleaf,0,19645,2023-10-15,2023,4,2,128
1235,14,NORMAL_0225,1211_252,1,broadleaf,0,19645,2023-10-15,2023,4,4,128
1236,14,NORMAL_0225,1211_252,1,broadleaf,0,19737,2024-01-15,2024,1,1,128
1237,14,NORMAL_0225,1211_252,1,broadleaf,0,19737,2024-01-15,2024,1,2,128
1238,14,NORMAL_0225,1211_252,1,broadleaf,0,19737,2024-01-15,2024,1,4,128
1239,14,NORMAL_0225,1211_252,1,broadleaf,0,19828,2024-04-15,2024,2,1,128
1240,14,NORMAL_0225,1211_252,1,broadleaf,0,19828,2024-04-15,2024,2,2,128
1241,14,NORMAL_0225,1211_252,1,broadleaf,0,19828,2024-04-15,2024,2,4,128
1242,14,NORMAL_0225,1211_252,1,broadleaf,0,19919,2024-07-15,2024,3,1,128
1243,14,NORMAL_0225,1211_252,1,broadleaf,0,19919,2024-07-15,2024,3,2,128
1244,14,NORMAL_0225,1211_252,1,broadleaf,0,19919,2024-07-15,2024,3,4,128
1245,14,NORMAL_0225,1211_252,1,broadleaf,0,20011,2024-10-15,2024,4,1,128
1246,14,NORMAL_0225,1211_252,1,broadleaf,0,20011,2024-10-15,2024,4,2,128
1247,14,NORMAL_0225,1211_252,1,broadleaf,0,20011,2024-10-15,2024,4,4,128
1248,14,NORMAL_0225,1211_252,1,broadleaf,0,20103,2025-01-15,2025,1,1,128
1249,14,NORMAL_0225,1211_252,1,broadleaf,0,20103,2025-01-15,2025,1,2,128
1250,14,NORMAL_0225,1211_252,1,broadleaf,0,20103,2025-01-15,2025,1,4,128
1251,14,NORMAL_0225,1211_252,1,broadleaf,0,20193,2025-04-15,2025,2,1,128
1252,14,NORMAL_0225,1211_252,1,broadleaf,0,20193,2025-04-15,2025,2,2,128
1253,14,NORMAL_0225,1211_252,1,broadleaf,0,20193,2025-04-15,2025,2,4,128
1254,14,NORMAL_0225,1211_252,1,broadleaf,0,20284,2025-07-15,2025,3,1,128
1255,14,NORMAL_0225,1211_252,1,broadleaf,0,20284,2025-07-15,2025,3,2,128
1256,14,NORMAL_0225,1211_252,1,broadleaf,0,20284,2025-07-15,2025,3,4,128
1257,14,NORMAL_0225,1211_252,1,broadleaf,0,20376,2025-10-15,2025,4,1,128
1258,14,NORMAL_0225,1211_252,1,broadleaf,0,20376,2025-10-15,2025,4,2,128
1259,14,NORMAL_0225,1211_252,1,broadleaf,0,20376,2025-10-15,2025,4,4,128
1260,15,NORMAL_0235,1204_254,1,broadleaf,0,17911,2019-01-15,2019,1,1,128
1261,15,NORMAL_0235,1204_254,1,broadleaf,0,17911,2019-01-15,2019,1,2,128
1262,15,NORMAL_0235,1204_254,1,broadleaf,0,17911,2019-01-15,2019,1,4,128
1263,15,NORMAL_0235,1204_254,1,broadleaf,0,18001,2019-04-15,2019,2,1,128
1264,15,NORMAL_0235,1204_254,1,broadleaf,0,18001,2019-04-15,2019,2,2,128
1265,15,NORMAL_0235,1204_254,1,broadleaf,0,18001,2019-04-15,2019,2,4,128
1266,15,NORMAL_0235,1204_254,1,broadleaf,0,18092,2019-07-15,2019,3,1,128
1267,15,NORMAL_0235,1204_254,1,broadleaf,0,18092,2019-07-15,2019,3,2,128
1268,15,NORMAL_0235,1204_254,1,broadleaf,0,18092,2019-07-15,2019,3,4,128
1269,15,NORMAL_0235,1204_254,1,broadleaf,0,18184,2019-10-15,2019,4,1,128
1270,15,NORMAL_0235,1204_254,1,broadleaf,0,18184,2019-10-15,2019,4,2,128
1271,15,NORMAL_0235,1204_254,1,broadleaf,0,18184,2019-10-15,2019,4,4,128
1272,15,NORMAL_0235,1204_254,1,broadleaf,0,18276,2020-01-15,2020,1,1,128
1273,15,NORMAL_0235,1204_254,1,broadleaf,0,18276,2020-01-15,2020,1,2,128
1274,15,NORMAL_0235,1204_254,1,broadleaf,0,18276,2020-01-15,2020,1,4,128
1275,15,NORMAL_0235,1204_254,1,broadleaf,0,18367,2020-04-15,2020,2,1,128
1276,15,NORMAL_0235,1204_254,1,broadleaf,0,18367,2020-04-15,2020,2,2,128
1277,15,NORMAL_0235,1204_254,1,broadleaf,0,18367,2020-04-15,2020,2,4,128
1278,15,NORMAL_0235,1204_254,1,broadleaf,0,18458,2020-07-15,2020,3,1,128
1279,15,NORMAL_0235,1204_254,1,broadleaf,0,18458,2020-07-15,2020,3,2,128
1280,15,NORMAL_0235,1204_254,1,broadleaf,0,18458,2020-07-15,2020,3,4,128
1281,15,NORMAL_0235,1204_254,1,broadleaf,0,18550,2020-10-15,2020,4,1,128
1282,15,NORMAL_0235,1204_254,1,broadleaf,0,18550,2020-10-15,2020,4,2,128
1283,15,NORMAL_0235,1204_254,1,broadleaf,0,18550,2020-10-15,2020,4,4,128
1284,15,NORMAL_0235,1204_254,1,broadleaf,0,18642,2021-01-15,2021,1,1,128
1285,15,NORMAL_0235,1204_254,1,broadleaf,0,18642,2021-01-15,2021,1,2,128
1286,15,NORMAL_0235,1204_254,1,broadleaf,0,18642,2021-01-15,2021,1,4,128
1287,15,NORMAL_0235,1204_254,1,broadleaf,0,18732,2021-04-15,2021,2,1,128
1288,15,NORMAL_0235,1204_254,1,broadleaf,0,18732,2021-04-15,2021,2,2,128
1289,15,NORMAL_0235,1204_254,1,broadleaf,0,18732,2021-04-15,2021,2,4,128
1290,15,NORMAL_0235,1204_254,1,broadleaf,0,18823,2021-07-15,2021,3,1,128
1291,15,NORMAL_0235,1204_254,1,broadleaf,0,18823,2021-07-15,2021,3,2,128
1292,15,NORMAL_0235,1204_254,1,broadleaf,0,18823,2021-07-15,2021,3,4,128
1293,15,NORMAL_0235,1204_254,1,broadleaf,0,18915,2021-10-15,2021,4,1,128
1294,15,NORMAL_0235,1204_254,1,broadleaf,0,18915,2021-10-15,2021,4,2,128
1295,15,NORMAL_0235,1204_254,1,broadleaf,0,18915,2021-10-15,2021,4,4,128
1296,15,NORMAL_0235,1204_254,1,broadleaf,0,19007,2022-01-15,2022,1,1,128
1297,15,NORMAL_0235,1204_254,1,broadleaf,0,19007,2022-01-15,2022,1,2,128
1298,15,NORMAL_0235,1204_254,1,broadleaf,0,19007,2022-01-15,2022,1,4,128
1299,15,NORMAL_0235,1204_254,1,broadleaf,0,19097,2022-04-15,2022,2,1,128
1300,15,NORMAL_0235,1204_254,1,broadleaf,0,19097,2022-04-15,2022,2,2,128
1301,15,NORMAL_0235,1204_254,1,broadleaf,0,19097,2022-04-15,2022,2,4,128
1302,15,NORMAL_0235,1204_254,1,broadleaf,0,19188,2022-07-15,2022,3,1,128
1303,15,NORMAL_0235,1204_254,1,broadleaf,0,19188,2022-07-15,2022,3,2,128
1304,15,NORMAL_0235,1204_254,1,broadleaf,0,19188,2022-07-15,2022,3,4,128
1305,15,NORMAL_0235,1204_254,1,broadleaf,0,19280,2022-10-15,2022,4,1,128
1306,15,NORMAL_0235,1204_254,1,broadleaf,0,19280,2022-10-15,2022,4,2,128
1307,15,NORMAL_0235,1204_254,1,broadleaf,0,19280,2022-10-15,2022,4,4,128
1308,15,NORMAL_0235,1204_254,1,broadleaf,0,19372,2023-01-15,2023,1,1,128
1309,15,NORMAL_0235,1204_254,1,broadleaf,0,19372,2023-01-15,2023,1,2,128
1310,15,NORMAL_0235,1204_254,1,broadleaf,0,19372,2023-01-15,2023,1,4,128
1311,15,NORMAL_0235,1204_254,1,broadleaf,0,19462,2023-04-15,2023,2,1,128
1312,15,NORMAL_0235,1204_254,1,broadleaf,0,19462,2023-04-15,2023,2,2,128
1313,15,NORMAL_0235,1204_254,1,broadleaf,0,19462,2023-04-15,2023,2,4,128
1314,15,NORMAL_0235,1204_254,1,broadleaf,0,19553,2023-07-15,2023,3,1,128
1315,15,NORMAL_0235,1204_254,1,broadleaf,0,19553,2023-07-15,2023,3,2,128
1316,15,NORMAL_0235,1204_254,1,broadleaf,0,19553,2023-07-15,2023,3,4,128
1317,15,NORMAL_0235,1204_254,1,broadleaf,0,19645,2023-10-15,2023,4,1,128
1318,15,NORMAL_0235,1204_254,1,broadleaf,0,19645,2023-10-15,2023,4,2,128
1319,15,NORMAL_0235,1204_254,1,broadleaf,0,19645,2023-10-15,2023,4,4,128
1320,15,NORMAL_0235,1204_254,1,broadleaf,0,19737,2024-01-15,2024,1,1,128
1321,15,NORMAL_0235,1204_254,1,broadleaf,0,19737,2024-01-15,2024,1,2,128
1322,15,NORMAL_0235,1204_254,1,broadleaf,0,19737,2024-01-15,2024,1,4,128
1323,15,NORMAL_0235,1204_254,1,broadleaf,0,19828,2024-04-15,2024,2,1,128
